"","Bcells","CD4Tcells","CD8Tcells","NKTcells","NKcells","Others","Monocytes"
"SYNE1",0.545352879641523,0.62145646997663,0.809470956820312,0.732984975976446,0.962751659343509,0.352070952709077,0.403926315938954
"CD300A",0.441071599406709,0.366342102333467,0.636878327795346,0.759551502211232,0.973621798562777,0.550484327463221,0.645850111519949
"PRKCH",0.331586518366163,0.762597376258781,0.856137862271721,0.730222353406698,0.950326828105815,0.260114717406697,0.267080452193545
"APOBEC3C",0.653980209078841,0.471519407930852,0.690215697713795,0.656777147807431,0.799123635865685,0.523821899524931,0.510413307318249
"ITGAL",0.508347797987567,0.624209741810383,0.841469979512991,0.77096969990622,0.969134973552701,0.491096445634967,0.716959511973224
"PYHIN1",0.324360788154623,0.52421356650145,0.809246685748818,0.757759456019502,0.988576422498093,0.242376561858185,0.158087684141524
"IL2RB",0.270702629148674,0.416992003247501,0.74450050840327,0.7692678779546,0.994165398352448,0.198759506180955,0.177894250481236
"SKAP1",0.64323483180198,0.788742398976368,0.846232851660674,0.772941101171944,0.958788046582757,0.237075442839992,0.19407790944317
"TKTL1",0.342011373816222,0.317414483524404,0.278522720292969,1.01809479937234,1.18722567026828,0.216365259123848,0.182121052470431
"RNF213",0.737447413490012,0.847042183230468,0.941204066670947,0.764244194748844,1.04397583002363,0.687620859220016,0.816952884234311
"ARPC5L",0.703824824866737,0.670906070395815,0.902731702984106,0.830734398115411,0.995865862070072,0.599375487584322,0.512317490122469
"CTSC",0.614624896041908,0.649135006002381,0.934827838779305,0.784198514419946,1.014101281283,0.811319428701763,0.776601981842826
"CD226",0.251251163889061,0.521499458085326,0.559450817774593,0.647255948965493,0.744789609088797,0.239120644995104,0.185487299719858
"CCL4L2",0.367921212659367,0.156668206598446,0.511720867958254,0.676668153016689,0.870157031005049,0.175126522627864,0.369908098185774
"STAT4",0.278805947011737,0.544069979823744,0.716247243887744,0.68705019012,0.831984490874453,0.264889794481586,0.187713943044036
"LLGL2",0.321357842470485,0.402315642045101,0.620277776411593,0.724691667671103,0.862055094304864,0.353942174083326,0.22628112457979
"CEP78",0.441425019411322,0.442791494098154,0.652926965210965,0.754134650346445,0.984156609576547,0.409834184273292,0.277475517617433
"LAG3",0.236556192488871,0.289807098324793,0.677395199783781,0.667012885974008,0.733311334035513,0.182997205894232,0.14071717779605
"SLC9A3R1",0.560900418502799,0.748846635383654,0.914443655725955,0.796740080712487,0.995366470041914,0.47122768699293,0.64160453416579
"XCL2",0.187415084120948,0.193187048862883,0.675422972503894,0.687292805595782,0.902268425169034,0.1,0.137973599812244
"MACF1",0.691921339380148,0.722699540989153,0.849416320619396,0.737253060465605,0.937521458830679,0.60182769449702,0.622138015860118
"C1orf21",0.216695917763915,0.178179415642847,0.565453355658237,0.715654766934695,0.877419234349206,0.187822634402911,0.176069673674338
"DENND2D",0.505528410227325,0.761140110989062,0.811316601443103,0.834087175716624,0.966753371944141,0.428615465947399,0.40089632733654
"LINC00623",0.425328931114551,0.671094470907103,0.744540356860807,0.71292444017845,0.831038930583467,0.345120172383938,0.373244955965653
"MBP",0.693048670894808,0.781182241988074,0.891847537622801,0.714456546334368,1.0252501244711,0.657345724801883,0.694506598469585
"DIP2A",0.487465687876713,0.587836005717843,0.735146549033421,0.767935204316882,0.88102069632507,0.453751337760231,0.488294419296113
"MXRA7",0.293673505119108,0.300264413420853,0.511995099675398,0.602764709614777,0.754114177906586,0.332610816556535,0.235010357962637
"PTPN4",0.54994554245674,0.73329580081389,0.849612042281324,0.70988557690355,0.946307896918365,0.452404214202504,0.349715754902172
"PLAC8",0.991291017360144,0.853205899201775,0.964944914565589,0.925999825084817,1.05110083645399,1.10782116362151,0.841812006726339
"EOMES",0.215811540337704,0.28798256017878,0.753942989964968,0.653296033078379,0.77382686360581,0.203347936697474,0.144063882141539
"IKZF3",0.760339512865606,0.598581371018019,0.738693388502305,0.702711340966491,0.794293806577242,0.666692043475977,0.197192893961507
"PTMS",0.349819330088121,0.302408978311539,0.634146469892887,0.660761288428668,0.861639503620536,0.639154691114972,0.39346050546648
"CYTOR",0.464006615358766,0.602160465730331,0.825815903589464,0.796109401790487,0.920336982966759,0.476790906626081,0.590756568810472
"S1PR5",0.255541448652722,0.173127085493646,0.704601231328633,0.689525903097085,0.939503530462014,0.17225312969081,0.138856567357738
"PLEKHF1",0.271495066131915,0.392032215082029,0.625631804590786,0.622717633749383,0.846097238374441,0.189567552921394,0.153703854054389
"F2R",0.23874751679529,0.23560712895964,0.491218838009065,0.654098919727763,0.776698511661165,0.138650360851449,0.151177702846777
"CCDC88C",0.593218903000023,0.679926520504944,0.80378102746094,0.742342422010764,0.9152748461875,0.503141145478468,0.556715693068365
"SYTL3",0.267814933555469,0.4358762948255,0.58400281529021,0.653344641441467,0.824570190154804,0.280653437053416,0.386087600926158
"TGFBR3",0.221136761395517,0.316906481792523,0.626082665655468,0.607625418681436,0.787665512162225,0.202349580728751,0.150730721016769
"PRDM1",0.373137862700043,0.518688717188278,0.681609709092633,0.69634072088581,0.817220358002631,0.295109897053094,0.264243058380777
"RASAL3",0.679197538556756,0.754366366015237,0.875581931312975,0.766809644151264,0.976761461502693,0.492367962053153,0.490581566271847
"SSBP3",0.398369127788287,0.541838222927163,0.60453801938313,0.659676015320653,0.860141655932122,0.414244742127326,0.503766580930034
"CBLB",0.399980824175906,0.49338095348231,0.684435392580418,0.684424177109855,0.659383780256228,0.413738839453802,0.304094000689273
"STOM",0.364689671142067,0.504148033814103,0.823406659941299,0.737161928873901,0.91040312063348,0.347619364723994,0.478489059932927
"NCAM1",0.181625690636117,0.123234304431065,0.313941996857346,0.561887260888444,0.676545801728623,0.189170881185928,0.171131813413599
"SLFN5",0.337651999880123,0.8073291703694,0.807452110036649,0.756255530457693,0.858259125985775,0.338300440125214,0.479339256292963
"NFATC3",0.673733490114018,0.65353846023947,0.753438653692623,0.722311753155318,0.866257073449284,0.522289663790531,0.569508249328785
"RASGRP1",0.447796139546394,0.725024808460048,0.746685714165895,0.662874273400873,0.675431957444628,0.402623412312682,0.211285221648508
"PRMT2",0.676534944751079,0.842781943466017,0.899074840972994,0.764510124998506,0.999040141701157,0.638110644769723,0.62459698484979
"DSTN",0.566259253679308,0.774902486328887,0.843076746997108,0.767998294994006,0.980809832763334,0.653180397008902,0.574464455657372
"ADAM8",0.572998258067715,0.53461591617949,0.694665925920225,0.727247041729697,0.891997233798577,0.608735797330164,0.599177243614306
"TRIM56",0.626847079698127,0.597114187464911,0.589962894029577,0.714242681671882,0.763505205098058,0.551791650609112,0.583251438773153
"IDI1",0.706722514981965,0.626855359412179,0.755014748189217,0.69972887304424,0.892900705093297,0.600441285740642,0.6076648809227
"TRG-AS1",0.27972213247138,0.483806601392747,0.717649368162907,0.689308074559312,0.880998171118162,0.328676468431284,0.359239141784253
"SPN",0.420415502078508,0.626984055213038,0.771419682709429,0.76082805283824,0.969766059756823,0.520270813634124,0.648184871468178
"SYTL1",0.780297640836754,0.811509533811067,0.899517113460988,0.75964448808145,1.0022523753758,0.623961342617773,0.551506250094026
"CLEC2B",0.781688862263496,0.806463847900621,0.96875737442672,0.725887205176037,1.02411925721538,0.69755913899009,0.757126946317946
"RALGDS",0.336535559162014,0.478418734684816,0.595895348347822,0.614205248868194,0.711318937812663,0.369025117397869,0.369833621742397
"ZBTB38",0.413049668996378,0.527902931837146,0.645468132531938,0.673081190966664,0.749535792047945,0.458551771147598,0.383466651223693
"ASCL2",0.343469042136255,0.17717255311408,0.512098666874694,0.702802016784441,0.950162713556481,0.331626066918211,0.482699116792833
"SEPT1",0.773169529305414,0.859699873893534,0.889802237647251,0.790826766426369,0.950326021789785,0.594014150923146,0.426435284902348
